E3,.draw,Magnitude
0.34,12,0.07894372935508993
0.487,12,0.2299613080599616
0.665,12,0.3676806003200178
0.764,12,0.41593150026579
1.023,12,0.4689567684284044
1.132,12,0.48031532675980076
1.133,12,0.4804348219999755
1.342,12,0.5202412267762484
1.465,12,0.5619867507447097
1.472,12,0.5648158102757964
2.086,12,0.9130027278877917
2.367,12,1.065925668918184
-1.917,13,0.0826942048823335
-1.724,13,-0.16867863076184725
-1.426,13,-0.48352954960063066
-1.119,13,-0.6196422476032102
-1.015,13,-0.6143362943287363
-0.935,13,-0.5936754437012365
-0.927,13,-0.5909035559649886
-0.807,13,-0.5370749553274983
-0.803,13,-0.5349596034952759
-0.803,13,-0.5349596034952759
-0.793,13,-0.5296016909014375
-0.702,13,-0.4771472700120566
-0.576,13,-0.39848177224039044
-0.455,13,-0.32253359365882533
-0.432,13,-0.3084170972571591
-0.265,13,-0.20990723558720958
-0.262,13,-0.20819354707359874
-0.182,13,-0.16311150005527628
-0.178,13,-0.1608877191343242
-0.021,13,-0.0765749424191317
-0.015,13,-0.07349830716502571
0.047,13,-0.04256894358829979
0.055,13,-0.038709509297388985
0.195,13,0.02200839474370414
0.222,13,0.03186283862540208
0.264,13,0.045767265718731215
0.297,13,0.05544512219586657
0.34,13,0.06644760635644015
0.487,13,0.09318771384380065
0.665,13,0.11686726339414433
0.764,13,0.1347667672871034
1.023,13,0.2311039694301822
1.132,13,0.30260226101429516
1.133,13,0.30335630117126483
1.342,13,0.4960012523690022
1.465,13,0.6349949725935913
1.472,13,0.6433165729916189
2.086,13,1.4781066157788383
2.367,13,1.8910840263294852
-1.917,14,-0.26962877507970917
-1.724,14,-0.2828337134778551
-1.426,14,-0.24452361556185215
-1.119,14,-0.13581091624662495
-1.015,14,-0.10631422245855568
-0.935,14,-0.09234163573989213
-0.927,14,-0.09141812650282446
-0.807,14,-0.08657901877986388
-0.803,14,-0.08665187859201273
-0.803,14,-0.08665187859201273
-0.793,14,-0.08688292100306433
-0.702,14,-0.09074050987445095
-0.576,14,-0.09206906998572084
-0.455,14,-0.07622074022799936
-0.432,14,-0.07055651875492266
-0.265,14,-0.005583114633627602
-0.262,14,-0.004109522762187928
-0.182,14,0.03765362660157039
-0.178,14,0.03983230406249636
-0.021,14,0.12601155540385955
-0.015,14,0.12918029040176066
0.047,14,0.16074633490305798
0.055,14,0.16466016566744548
0.195,14,0.22913491627088314
0.222,14,0.24121382610541459
0.264,14,0.2601612016788159
0.297,14,0.2753158616377463
0.34,14,0.295545340313237
0.487,14,0.36859815384939426
0.665,14,0.46002540820744736
0.764,14,0.5083035417573456
1.023,14,0.6198434246492941
1.132,14,0.6627996628608825
1.133,14,0.6631917734799104
1.342,14,0.7472821600369306
1.465,14,0.8002746976511813
1.472,14,0.8033500495858338
2.086,14,0.9660462774183456
2.367,14,0.8878734897336478
-1.917,15,-0.2018704530236829
-1.724,15,-0.4816279855249137
-1.426,15,-0.7907379292969974
-1.119,15,-0.8772474007319214
-1.015,15,-0.8697262644141934
-0.935,15,-0.8589224004806315
-0.927,15,-0.8577574216110346
-0.807,15,-0.840504503631424
-0.803,15,-0.8399582439132032
-0.803,15,-0.8399582439132032
-0.793,15,-0.838605340809212
-0.702,15,-0.8262539267816518
-0.576,15,-0.8023375460116703
-0.455,15,-0.7601103899741323
-0.432,15,-0.7489988775970634
-0.265,15,-0.6350315133255703
-0.262,15,-0.6324588831150257
-0.182,15,-0.5577611748035989
-0.178,15,-0.5537516632734828
-0.021,15,-0.3852117787565751
-0.015,15,-0.3786271172482981
0.047,15,-0.31151995249173164
0.055,15,-0.30304113939063343
0.195,15,-0.16483469928380268
0.222,15,-0.14083492703994094
0.264,15,-0.10541327387587769
0.297,15,-0.07915560521339843
0.34,15,-0.04681839861572795
0.487,15,0.05270273269148881
0.665,15,0.167216334520078
0.764,15,0.23465676185729034
1.023,15,0.41994570663082403
1.132,15,0.4922045472468581
1.133,15,0.49283111997258683
1.342,15,0.6078440797148053
1.465,15,0.6624309105917477
1.472,15,0.6653234900631347
2.086,15,0.9324935455998317
2.367,15,1.1255287875946083
-1.917,16,-0.06404870187683276
-1.724,16,-0.17080948878309243
-1.426,16,-0.293328080047097
-1.119,16,-0.36311536865146893
-1.015,16,-0.38884578475949927
-0.935,16,-0.4133887455302361
-0.927,16,-0.4161019005278407
-0.807,16,-0.4611842327479296
-0.803,16,-0.46278014849962623
-0.803,16,-0.46278014849962623
-0.793,16,-0.4667816168645782
-0.702,16,-0.5027311079057378
-0.576,16,-0.5432028395443687
-0.455,16,-0.5604292397259404
-0.432,16,-0.5605412247831524
-0.265,16,-0.5294977538607991
-0.262,16,-0.5284554721126723
-0.182,16,-0.4950265607348225
-0.178,16,-0.49308913155267076
-0.021,16,-0.4010565979070586
-0.015,16,-0.3970289717232397
0.047,16,-0.35376436229896097
0.055,16,-0.34798000657907746
0.195,16,-0.2404714269570653
0.222,16,-0.21854313759693866
0.264,16,-0.18382228489114733
0.297,16,-0.15611742765591913
0.34,16,-0.11963779576375329
0.487,16,0.004886773832839475
0.665,16,0.14503817571439404
0.764,16,0.21505869791033705
1.023,16,0.3939211531469887
1.132,16,0.4844795234717624
1.133,16,0.48538614790192236
1.342,16,0.7038615746666981
1.465,16,0.8515160209069357
1.472,16,0.8600848006327312
2.086,16,1.4254466605815608
2.367,16,1.4245775105935472
-1.917,17,-0.08856176405443045
-1.724,17,-0.1617651793921755
-1.426,17,-0.282945393476724
-1.119,17,-0.37928133936527986
-1.015,17,-0.3894862245240778
-0.935,17,-0.3872054730961806
-0.927,17,-0.38652286914384826
-0.807,17,-0.36906274841352105
-0.803,17,-0.36832307487370475
-0.803,17,-0.36832307487370475
-0.793,17,-0.3664507744560019
-0.702,17,-0.3487493965721015
-0.576,17,-0.32657113718572606
-0.455,17,-0.3105702468407144
-0.432,17,-0.30788879580008194
-0.265,17,-0.2805681104088592
-0.262,17,-0.2797880698028441
-0.182,17,-0.2526661225302216
-0.178,17,-0.2509528366780657
-0.021,17,-0.1533213857984152
-0.015,17,-0.14837969394275527
0.047,17,-0.09226207171022455
0.055,17,-0.08439780016882575
0.195,17,0.0685309294665892
0.222,17,0.0997152772606417
0.264,17,0.14812179618668958
0.297,17,0.185675843745288
0.34,17,0.2335529998622886
0.487,17,0.38650360014896556
0.665,17,0.5537118848961666
0.764,17,0.6440955576986865
1.023,17,0.8914370860296261
1.132,17,1.002338544911122
1.133,17,1.0033691654173864
1.342,17,1.2142054956462518
1.465,17,1.3230699082953163
1.472,17,1.3287396443617223
2.086,17,1.7222961135864705
2.367,17,1.9419466764789872
-1.917,18,0.2342978973544571
-1.724,18,0.03519404237455487
-1.426,18,-0.2586111783575775
-1.119,18,-0.5005837348731321
-1.015,18,-0.5568596719382661
-0.935,18,-0.5891798800321632
-0.927,18,-0.591881131065679
-0.807,18,-0.6216043040940342
-0.803,18,-0.6222722091207071
-0.803,18,-0.6222722091207071
-0.793,18,-0.6238582320625448
-0.702,18,-0.6331570816621984
-0.576,18,-0.632718275293939
-0.455,18,-0.6193763430093195
-0.432,18,-0.61536796834501994
-0.265,18,-0.5678741019159472
-0.262,18,-0.5666599913857868
-0.182,18,-0.5285121395961301
-0.178,18,-0.52629513637750025
-0.021,18,-0.41383844278765447
-0.015,18,-0.40851990574767305
0.047,18,-0.3491287755513046
0.055,18,-0.34089504214811434
0.195,18,-0.17933797409629126
0.222,18,-0.14518640622118031
0.264,18,-0.09078160176697626
0.297,18,-0.04722891337258721
0.34,18,0.0101599578787656
0.487,18,0.20577921603330057
0.665,18,0.42380947861735346
0.764,18,0.5285439905833316
1.023,18,0.7308503597896248
1.132,18,0.7835848903342169
1.133,18,0.7839823871277511
1.342,18,0.839984691687382
1.465,18,0.8572943176228945
1.472,18,0.8581530487256297
2.086,18,0.9876298705286215
2.367,18,1.13113176306757
-1.917,19,-0.15675284963359098
-1.724,19,-0.3199920210447637
-1.426,19,-0.5462585917322291
-1.119,19,-0.709903037334622
-1.015,19,-0.7433565221278267
-0.935,19,-0.7598483358690288
-0.927,19,-0.7610102381005777
-0.807,19,-0.7664368920274865
-0.803,19,-0.7661993455963606
-0.803,19,-0.7661993455963606
-0.793,19,-0.7654788146926229
-0.702,19,-0.7503896284560627
-0.576,19,-0.7032879632828926
-0.455,19,-0.6298459141701973
-0.432,19,-0.612988948972322
-0.265,19,-0.46933325204534926
-0.262,19,-0.46649928908920546
-0.182,19,-0.38918299585139465
-0.178,19,-0.38525836199043323
-0.021,19,-0.23235615427875528
-0.015,19,-0.22669809471303495
0.047,19,-0.16973650629819848
0.055,19,-0.16260555781249753
0.195,19,-0.0466394419482716
0.222,19,-0.026222678236145852
0.264,19,0.004297101055248234
0.297,19,0.027257154490884422
0.34,19,0.05590634236870813
0.487,19,0.14446961788893803
0.665,19,0.23721596938095774
0.764,19,0.28444033992930035
1.023,19,0.4038734035626377
1.132,19,0.4563715814320132
1.133,19,0.4568670996599162
1.342,19,0.5664922044712928
1.465,19,0.636051134024346
1.472,19,0.6400926814851824
2.086,19,0.981575879299802
2.367,19,1.1001230768057866
-1.917,20,1.0380880631758256
-1.724,20,0.7234125836769609
-1.426,20,0.26732320183915803
-1.119,20,-0.12281752488544895
-1.015,20,-0.2304020985193621
-0.935,20,-0.30357902269365056
-0.927,20,-0.31042118976431854
-0.807,20,-0.4021904260826974
-0.803,20,-0.4048874277604013
-0.803,20,-0.4048874277604013
-0.793,20,-0.4115244596229056
-0.702,20,-0.4647598901854375
-0.576,20,-0.5156304388376785
-0.455,20,-0.5372728668433095
-0.432,20,-0.5382301785398997
-0.265,20,-0.5157360155413628
-0.262,20,-0.5148824269120462
-0.182,20,-0.4868689025647513
-0.178,20,-0.4852202080989809
-0.021,20,-0.4063217598126131
-0.015,20,-0.4028882318229406
0.047,20,-0.36628434415913147
0.055,20,-0.36143352372294235
0.195,20,-0.27266551759485824
0.222,20,-0.25473652925672613
0.264,20,-0.22627208419773515
0.297,20,-0.20330620442420339
0.34,20,-0.1723586673447096
0.487,20,-0.0534201157660153
0.665,20,0.13071799065707712
0.764,20,0.2556591808527394
1.023,20,0.6307804259288686
1.132,20,0.7875522333566811
1.133,20,0.7889366750975563
1.342,20,1.0435753199919673
1.465,20,1.1518536880727255
1.472,20,1.1569652785737778
2.086,20,1.3338928482793178
2.367,20,1.3840751037304089
-1.917,21,-0.24843226526143436
-1.724,21,-0.3819574285557723
-1.426,21,-0.5737342974206836
-1.119,21,-0.7035887457037263
-1.015,21,-0.7186130830941702
-0.935,21,-0.7177353248887106
-0.927,21,-0.717043980076025
-0.807,21,-0.6944044021617436
-0.803,21,-0.6932837200992811
-0.803,21,-0.6932837200992811
-0.793,21,-0.6903875542002125
-0.702,21,-0.6584066587902756
-0.576,21,-0.6009130775624009
-0.455,21,-0.5358913623644508
-0.432,21,-0.5227054924528767
-0.265,21,-0.4184993966898318
-0.262,21,-0.4164652548367471
-0.182,21,-0.35964823343837055
-0.178,21,-0.35666848723631617
-0.021,21,-0.22831131017788087
-0.015,21,-0.22295115622360945
0.047,21,-0.16563621307830373
0.055,21,-0.15799881181654846
0.195,21,-0.017840719063109467
0.222,21,0.0100767350856667
0.264,21,0.05367161603659651
0.297,21,0.08791104637245556
0.34,21,0.13230064849985723
0.487,21,0.2798641751840316
0.665,21,0.44449124888231073
0.764,21,0.5274001508874158
1.023,21,0.705543638128275
1.132,21,0.7589083996788555
1.133,21,0.759325885071833
1.342,21,0.8121619814410959
1.465,21,0.8060027914083474
1.472,21,0.8047392728159664
2.086,21,0.4126174297133185
2.367,21,0.1472436055344022
-1.917,22,1.2456357930574629
-1.724,22,0.8510370798976195
-1.426,22,0.28010270527299086
-1.119,22,-0.18273963859165976
-1.015,22,-0.2949640078195257
-0.935,22,-0.36319822679172
-0.927,22,-0.36914039885206573
-0.807,22,-0.43964460665837457
-0.803,22,-0.4414157722995452
-0.803,22,-0.4414157722995452
-0.793,22,-0.4456870280089251
-0.702,22,-0.474809021475026
-0.576,22,-0.4896554315346428
-0.455,22,-0.481509556893387
-0.432,22,-0.47790611373013264
-0.265,22,-0.4354536689745042
-0.262,22,-0.434455199806854
-0.182,22,-0.405189042483582
-0.178,22,-0.40359952550054135
-0.021,22,-0.33346277883598097
-0.015,22,-0.3305322712031088
0.047,22,-0.2994603459367433
0.055,22,-0.2953589977487273
0.195,22,-0.22124687492865064
0.222,22,-0.20661495880177375
0.264,22,-0.18372462747459628
0.297,22,-0.16561586929035904
0.34,22,-0.14178681476899163
0.487,22,-0.056136933948233714
0.665,22,0.06457356752163634
0.764,22,0.14360432656995448
1.023,22,0.3891597123353252
1.132,22,0.5030195957907465
1.133,22,0.5040743644463536
1.342,22,0.7193623233171367
1.465,22,0.8322327074433282
1.472,22,0.8381835663126496
2.086,22,1.209701152433154
2.367,22,1.340749512176686
-1.917,23,-0.2969420613089045
-1.724,23,-0.4049971044666192
-1.426,23,-0.5552697122203885
-1.119,23,-0.6472636729619858
-1.015,23,-0.6561073369824264
-0.935,23,-0.6551467463637705
-0.927,23,-0.6547382646899832
-0.807,23,-0.6445735246997775
