E3,.draw,Magnitude
-0.803,23,-0.6441750996348483
-0.803,23,-0.6441750996348483
-0.793,23,-0.643182288610653
-0.702,23,-0.635200021473731
-0.576,23,-0.6318043479635744
-0.455,23,-0.6411238948595687
-0.432,23,-0.644299421854321
-0.265,23,-0.672901452603392
-0.262,23,-0.6733772199190141
-0.182,23,-0.6832918051527518
-0.178,23,-0.6836028361463047
-0.021,23,-0.6740718739494829
-0.015,23,-0.6726759285871249
0.047,23,-0.6529963871768106
0.055,23,-0.6497561051629578
0.195,23,-0.5701098499569107
0.222,23,-0.5505813235527617
0.264,23,-0.5182411794182777
0.297,23,-0.49153185800281046
0.34,23,-0.45560424940011224
0.487,23,-0.3318130064398348
0.665,23,-0.2036990945138997
0.764,23,-0.15068079838742238
1.023,23,-0.06310087464708206
1.132,23,-0.03361934009051898
1.133,23,-0.03333471096370788
1.342,23,0.04069164280117782
1.465,23,0.10416875692202154
1.472,23,0.1083240714401923
2.086,23,0.6396708473948103
2.367,23,0.9300272764858174
-1.917,24,0.26242440509555687
-1.724,24,0.0977957210638174
-1.426,24,-0.13983165549722487
-1.119,24,-0.3173879895600542
-1.015,24,-0.3519767901595221
-0.935,24,-0.3684880756194231
-0.927,24,-0.36967084834194763
-0.807,24,-0.3783238311974637
-0.803,24,-0.3783494541223711
-0.803,24,-0.3783494541223711
-0.793,24,-0.3783478245952201
-0.702,24,-0.37421679861801044
-0.576,24,-0.35682911116379296
-0.455,24,-0.32618819006053335
-0.432,24,-0.3185008130518279
-0.265,24,-0.23803088637488115
-0.262,24,-0.23610353655286284
-0.182,24,-0.1772204413681746
-0.178,24,-0.17388453628156125
-0.021,24,-0.013951316566047159
-0.015,24,-0.0067737141755597335
0.047,24,0.07140506134849277
0.055,24,0.08197105211909522
0.195,24,0.27695239941463545
0.222,24,0.31519579275585474
0.264,24,0.373942281236468
0.297,24,0.41904656020886477
0.34,24,0.4759117271924878
0.487,24,0.6497028534876708
0.665,24,0.8124492899531798
0.764,24,0.8828449476820381
1.023,24,1.0325206403990808
1.132,24,1.0957799211838366
1.133,24,1.0963843444801167
1.342,24,1.225824365814625
1.465,24,1.2931209532530468
1.472,24,1.2964805613095636
2.086,24,1.346758472468761
2.367,24,1.222554334672514
-1.917,25,-0.014716651226759025
-1.724,25,-0.14002284352333916
-1.426,25,-0.37132688433603245
-1.119,25,-0.6233072819761413
-1.015,25,-0.6825391165879038
-0.935,25,-0.7100813173351151
-0.927,25,-0.7118168375187037
-0.807,25,-0.7138333990886792
-0.803,25,-0.7131119063499545
-0.803,25,-0.7131119063499545
-0.793,25,-0.7110835768604131
-0.702,25,-0.679035597840554
-0.576,25,-0.6030265643097107
-0.455,25,-0.5116572871636579
-0.432,25,-0.4937027880888376
-0.265,25,-0.36939671279268094
-0.262,25,-0.36734527754474566
-0.182,25,-0.31584776306593865
-0.178,25,-0.3134293682417767
-0.021,25,-0.22571339795097706
-0.015,25,-0.22247125049558153
0.047,25,-0.1884495587664801
0.055,25,-0.18394472684356858
0.195,25,-0.09698682823905819
0.222,25,-0.07782367286080727
0.264,25,-0.04610735463942171
0.297,25,-0.019532704889143764
0.34,25,0.017194411788283556
0.487,25,0.1565992224171807
0.665,25,0.336984660205277
0.764,25,0.4336606346599234
1.023,25,0.652983486828475
1.132,25,0.7286884454093557
1.133,25,0.729338207258792
1.342,25,0.8509906481637498
1.465,25,0.9137432006399475
1.472,25,0.9171992474969307
2.086,25,1.1735235098537735
2.367,25,1.2564034689735866
-1.917,26,-0.2606152347229961
-1.724,26,-0.4181325010958019
-1.426,26,-0.6020426944861469
-1.119,26,-0.6551399968884107
-1.015,26,-0.6402331955320775
-0.935,26,-0.6189997719940703
-0.927,26,-0.616466491359801
-0.807,26,-0.571046871432855
-0.803,26,-0.5693251758864433
-0.803,26,-0.5693251758864433
-0.793,26,-0.5649711738632656
-0.702,26,-0.5223349134421875
-0.576,26,-0.4556594454169277
-0.455,26,-0.384865474759449
-0.432,26,-0.3707700634091946
-0.265,26,-0.263639277035305
-0.262,26,-0.26165277379888296
-0.182,26,-0.20815378113426203
-0.178,26,-0.20545826201952994
-0.021,26,-0.09933077222386344
-0.015,26,-0.09529438367450123
0.047,26,-0.05380876136226122
0.055,26,-0.04848657449644616
0.195,26,0.044010884015273644
0.222,26,0.061853071496944356
0.264,26,0.08974212097930061
0.297,26,0.1118476401285804
0.34,26,0.1410346839877913
0.487,26,0.24608727306931305
0.665,26,0.3897875802366988
0.764,26,0.4792648573688703
1.023,26,0.741396164758419
1.132,26,0.8596229743808976
1.133,26,0.860721268442149
1.342,26,1.096301829175672
1.465,26,1.2426866515247628
1.472,26,1.251249022196596
2.086,26,2.1214618791904525
2.367,26,2.598501817396615
-1.917,27,0.4593823346142524
-1.724,27,0.48865588567805174
-1.426,27,0.4408591520187921
-1.119,27,0.25348617518421884
-1.015,27,0.1853070335771463
-0.935,27,0.1406004584171958
-0.927,27,0.13666402935143215
-0.807,27,0.09118971084812517
-0.803,27,0.09012768173890989
-0.803,27,0.09012768173890989
-0.793,27,0.08760378162755861
-0.702,27,0.07248289918201065
-0.576,27,0.06929154760327769
-0.455,27,0.07651131915493681
-0.432,27,0.07837149845807873
-0.265,27,0.09547648535985001
-0.262,27,0.09587097009052928
-0.182,27,0.10823463842994174
-0.178,27,0.10896593515658665
-0.021,27,0.14984262240500057
-0.015,27,0.15196745456133856
0.047,27,0.17667565321259698
0.055,27,0.18022106678503005
0.195,27,0.25248912702894666
0.222,27,0.2679275314635761
0.264,27,0.29233839150459684
0.297,27,0.3116194266713152
0.34,27,0.3365684528785655
0.487,27,0.41759747298314454
0.665,27,0.5035708695723293
0.764,27,0.5473403757745906
1.023,27,0.6678559196846617
1.132,27,0.728888631205918
1.133,27,0.7294841035274262
1.342,27,0.8579831812102537
1.465,27,0.9231787963846814
1.472,27,0.9263502115960293
2.086,27,0.9558937972351025
2.367,27,0.8396178075913858
-1.917,28,-0.06970957609428159
-1.724,28,-0.18875159214857595
-1.426,28,-0.36774855434669224
-1.119,28,-0.5039455339339526
-1.015,28,-0.5256816584095776
-0.935,28,-0.53175313707385
-0.927,28,-0.5318578167527828
-0.807,28,-0.524014198193666
-0.803,28,-0.5234949851131877
-0.803,28,-0.5234949851131877
-0.793,28,-0.5221375262219148
-0.702,28,-0.5065863714082878
-0.576,28,-0.4795795968956474
-0.455,28,-0.4521492498081791
-0.432,28,-0.44691287009292324
-0.265,28,-0.40482712633520157
-0.262,28,-0.40393505761815374
-0.182,28,-0.37717235075654243
-0.178,28,-0.3756624906941522
-0.021,28,-0.30055747441069025
-0.015,28,-0.2970166946088193
0.047,28,-0.25737980129979454
0.055,28,-0.25187270599003736
0.195,28,-0.1437322971576367
0.222,28,-0.12094087949317146
0.264,28,-0.08470486724091544
0.297,28,-0.055725224145977734
0.34,28,-0.01746940617885788
0.487,28,0.11678077391937572
0.665,28,0.288172758925613
0.764,28,0.39012733611501443
1.023,28,0.6847245913087544
1.132,28,0.8193175775108591
1.133,28,0.8205711927973272
1.342,28,1.0799969661033921
1.465,28,1.218950471912083
1.472,28,1.2263348554374525
2.086,28,1.6973044995115114
2.367,28,1.8609442068097648
-1.917,29,0.6084421250225184
-1.724,29,0.40939270295486757
-1.426,29,0.12915864586534864
-1.119,29,-0.11143475179705647
-1.015,29,-0.1849769449253193
-0.935,29,-0.23927071004927966
-0.927,29,-0.24456684345328342
-0.807,29,-0.319275314001431
-0.803,29,-0.32156155153171595
-0.803,29,-0.32156155153171595
-0.793,29,-0.32720451737726886
-0.702,29,-0.3727874767958616
-0.576,29,-0.4124850639692952
-0.455,29,-0.4163909599003169
-0.432,29,-0.41282947485990446
-0.265,29,-0.3478004140874968
-0.262,29,-0.3460728974705843
-0.182,29,-0.29435659937529235
-0.178,29,-0.2915294619595933
-0.021,29,-0.17303146378555628
-0.015,29,-0.1685145687091517
0.047,29,-0.12347049661355922
0.055,29,-0.11792567785934319
0.195,29,-0.03320524625094217
0.222,29,-0.019744030958738883
0.264,29,-6.527751100183152e-4
0.297,29,0.012935548220377971
0.34,29,0.029159126728366916
0.487,29,0.08015308355945698
0.665,29,0.1600622739162648
0.764,29,0.22465332554094625
1.023,29,0.46398581910848447
1.132,29,0.582823821154522
1.133,29,0.5839303442976913
1.342,29,0.8095075853368316
1.465,29,0.9265449556219529
1.472,29,0.932682060427509
2.086,29,1.3297944397902943
2.367,29,1.4992423054692883
-1.917,30,0.5836238088013399
-1.724,30,0.45354238459398205
-1.426,30,0.22957740609863667
-1.119,30,-0.0491943459190729
-1.015,30,-0.15161205264396144
-0.935,30,-0.2302709106547739
-0.927,30,-0.23802642080167846
-0.807,30,-0.3486621968005758
-0.803,30,-0.35209140980808307
-0.803,30,-0.35209140980808307
-0.793,30,-0.3605705177867565
-0.702,30,-0.4308628035134947
-0.576,30,-0.5041532080352238
-0.455,30,-0.5450746842966331
-0.432,30,-0.5495715157028032
-0.265,30,-0.5553324911890414
-0.262,30,-0.5550761492947391
-0.182,30,-0.5447608456102443
-0.178,30,-0.5440893904461305
-0.021,30,-0.509010801624714
-0.015,30,-0.507395288768802
0.047,30,-0.4897610087790276
0.055,30,-0.48735851194925794
0.195,30,-0.43945423377630866
0.222,30,-0.428653499854723
0.264,30,-0.4106435528128604
0.297,30,-0.395398915781386
0.34,30,-0.37403725716918035
0.487,30,-0.28851206876694113
0.665,30,-0.1619147895920281
0.764,30,-0.08245013627043857
1.023,30,0.15307958629676308
1.132,30,0.26454310447455465
1.133,30,0.2655986229740121
1.342,30,0.49431263665133973
1.465,30,0.6293557804996681
1.472,30,0.636870964587342
2.086,30,1.124998603789181
2.367,30,1.1968636921796572
-1.917,31,0.48821950977166706
-1.724,31,0.26575712984865474
-1.426,31,-0.07988530042739872
-1.119,31,-0.38957643945670994
-1.015,31,-0.4631685314104984
-0.935,31,-0.503610988370417
-0.927,31,-0.5068043418766225
-0.807,31,-0.5356134746634255
-0.803,31,-0.535961670666433
-0.803,31,-0.535961670666433
-0.793,31,-0.5366614889364978
-0.702,31,-0.5325126068559997
-0.576,31,-0.5004098943728799
-0.455,31,-0.4491807414104626
-0.432,31,-0.4378816376287486
-0.265,31,-0.34584206272165463
-0.262,31,-0.34405856128543877
-0.182,31,-0.2951223695134837
-0.178,31,-0.292604495215188
-0.021,31,-0.18735217229869588
-0.015,31,-0.18304144768237873
0.047,31,-0.13705246731515275
0.055,31,-0.1309206761267397
0.195,31,-0.016190225506561184
0.222,31,0.007529454581166828
0.264,31,0.04541254226257366
0.297,31,0.07598200812969735
0.34,31,0.11680413448261792
0.487,31,0.26339986661661596
0.665,31,0.4504308956773678
0.764,31,0.5561245541311015
1.023,31,0.8233370895115536
1.132,31,0.9251038556204144
1.133,31,0.9259925769230358
1.342,31,1.0882322285869472
1.465,31,1.1568745802951637
1.472,31,1.1600981462889879
2.086,31,1.220642039973872
2.367,31,1.1710006404206978
-1.917,32,-0.7263764086553613
-1.724,32,-0.7109619612222096
-1.426,32,-0.7528588040135091
-1.119,32,-0.8607132094182164
-1.015,32,-0.8785156197654712
-0.935,32,-0.874979942490371
-0.927,32,-0.8736152957743725
-0.807,32,-0.8290855555503547
-0.803,32,-0.8268129150263164
-0.803,32,-0.8268129150263164
-0.793,32,-0.8209076924040901
-0.702,32,-0.7539235884952136
-0.576,32,-0.6325147399490726
-0.455,32,-0.5038698477639721
-0.432,32,-0.4797465754138812
-0.265,32,-0.3196664762092952
-0.262,32,-0.31710553552326837
-0.182,32,-0.2534579498748925
-0.178,32,-0.25049611882693146
-0.021,32,-0.14446784055511702
-0.015,32,-0.14059432540409483
0.047,32,-0.10014530925710442
0.055,32,-0.09482422581298675
0.195,32,0.004900082846283599
0.222,32,0.025921001880170463
0.264,32,0.0598984939075059
0.297,32,0.08758453677294539
0.34,32,0.12467991789437802
0.487,32,0.2532290895769519
0.665,32,0.3880378838249037
0.764,32,0.4423518348714731
1.023,32,0.5098654128873121
1.132,32,0.5163399842223908
1.133,32,0.516369556894281
1.342,32,0.5242991769467558
1.465,32,0.5435335275995468
1.472,32,0.5451887310905223
2.086,32,0.8753058831484318
2.367,32,1.0774217502348387
-1.917,33,-0.7408373309650388
-1.724,33,-0.6983108045589882
-1.426,33,-0.6283636305741738
-1.119,33,-0.5323059292275696
-1.015,33,-0.4897556438651015
-0.935,33,-0.4532021149518457
-0.927,33,-0.4493822928007258
-0.807,33,-0.3894449690992489
-0.803,33,-0.38738612207120016
-0.803,33,-0.38738612207120016
-0.793,33,-0.3822285478162709
-0.702,33,-0.33477596774936447
-0.576,33,-0.2681341276250254
-0.455,33,-0.2026783567760828
-0.432,33,-0.18990237728113268
-0.265,33,-0.09035289028652087
-0.262,33,-0.08841161744048967
-0.182,33,-0.034123576466014466
-0.178,33,-0.03128007723815833
-0.021,33,0.08803471282544136
-0.015,33,0.09280673081687073
0.047,33,0.14240261475167085
0.055,33,0.148797374869951
0.195,33,0.25548211972656604
0.222,33,0.2739520309227763
0.264,33,0.30066294336578603
0.297,33,0.31974554834224617
0.34,33,0.34195474950243776
0.487,33,0.39651868478957786
0.665,33,0.42976422030173467
0.764,33,0.44149008841469917
1.023,33,0.4860521578857472
1.132,33,0.521621425178197
1.133,33,0.5220079390611123
1.342,33,0.6208947297259219
1.465,33,0.6865977812231068
1.472,33,0.6903019404826949
2.086,33,0.971585430944548
2.367,33,1.075702462016043
-1.917,34,0.7888426314207995
-1.724,34,0.5247892790709154
-1.426,34,0.16798199834835692
-1.119,34,-0.08657001180015171
-1.015,34,-0.14607880050687438
-0.935,34,-0.18355237295566298
-0.927,34,-0.18692400120438504
-0.807,34,-0.22951019376768533
-0.803,34,-0.23067226665891158
-0.803,34,-0.23067226665891158
-0.793,34,-0.23350475980283153
-0.702,34,-0.2544071758417547
-0.576,34,-0.26824928661544967
-0.455,34,-0.26462787694258866
-0.432,34,-0.26212367594092667
-0.265,34,-0.2298483886031074
-0.262,34,-0.22909173578256595
-0.182,34,-0.2074976155067737
-0.178,34,-0.20636339861241226
-0.021,34,-0.16065992342515611
-0.015,34,-0.15893629173520293
0.047,34,-0.1414799093416218
0.055,34,-0.13926998581630495
0.195,34,-0.10009669423663446
0.222,34,-0.091920949468331
0.264,34,-0.07837551357102565
0.297,34,-0.06681686254450238
0.34,34,-0.050233116351303814
0.487,34,0.023627820412563477
0.665,34,0.15863963906075343
0.764,34,0.25737533746386737
1.023,34,0.5762550059908925
1.132,34,0.7229804216392444
1.133,34,0.7243322333776835
1.342,34,1.0048779521556817
1.465,34,1.166899097458735
1.472,34,1.1760571087536482
2.086,34,2.0055388265522245
2.367,34,2.435075986446904
-1.917,35,-0.21560940040445642
-1.724,35,-0.31279849479411703
-1.426,35,-0.46514541041435786
-1.119,35,-0.5922575827250052
-1.015,35,-0.6153631859050299
-0.935,35,-0.6230023181767474
-0.927,35,-0.623238520689406
-0.807,35,-0.6151268552593652
-0.803,35,-0.614487208623839
-0.803,35,-0.614487208623839
-0.793,35,-0.6127863813722543
-0.702,35,-0.5910869446452465
-0.576,35,-0.5456692456422225
-0.455,35,-0.4902000666245359
-0.432,35,-0.47870213890477337
-0.265,35,-0.386888550872206
-0.262,35,-0.3850925411100927
-0.182,35,-0.3348929309340758
-0.178,35,-0.3322529318322621
-0.021,35,-0.21580885588586385
-0.015,35,-0.21077743241084104
0.047,35,-0.15591593576297727
0.055,35,-0.1484539833832312
0.195,35,-0.005283113136471687
0.222,35,0.02462688764420823
0.264,35,0.07222046716741297
0.297,35,0.1102823811082178
0.34,35,0.16034973387884638
0.487,35,0.3289590736685073
0.665,35,0.5088741371299879
0.764,35,0.5910055022096128
1.023,35,0.7557423354326839
1.132,35,0.8164088011306967
1.133,35,0.8169686014601237
1.342,35,0.9364485548813561
1.465,35,1.006068772458937
1.472,35,1.0099026188653208
2.086,35,1.189817338200295
2.367,35,1.1219228860773314
-1.917,36,-0.24570166205516572
-1.724,36,-0.31763736000458953
-1.426,36,-0.42554104869824533
-1.119,36,-0.5199923753725961
-1.015,36,-0.5445243530152458
-0.935,36,-0.5595904116927242
-0.927,36,-0.5608821645458317
-0.807,36,-0.5746779442516831
-0.803,36,-0.5749385144730823
-0.803,36,-0.5749385144730823
-0.793,36,-0.5755284624443875
-0.702,36,-0.5767730167729878
-0.576,36,-0.5660114056497397
-0.455,36,-0.5425774560820767
-0.432,36,-0.5367948660786186
-0.265,36,-0.48417368667953997
-0.262,36,-0.483081339417922
-0.182,36,-0.45233936690645504
-0.178,36,-0.4507222805759145
-0.021,36,-0.3807605463991449
-0.015,36,-0.3778117834300513
0.047,36,-0.3460224878440934
0.055,36,-0.3417402392554812
0.195,36,-0.2600533067713688
0.222,36,-0.2428600525491053
0.264,36,-0.21526008258263396
0.297,36,-0.192926129546925
0.34,36,-0.16313260908159105
0.487,36,-0.05848926011584445
0.665,36,0.06490881665999243
0.764,36,0.1295230851000797
1.023,36,0.30252383993831705
1.132,36,0.3902733435382925
1.133,36,0.3911447253693952
1.342,36,0.5979874685502271
1.465,36,0.7358861925026614
1.472,36,0.7438863995231344
2.086,36,1.3314379085212993
2.367,36,1.4315839415938607
-1.917,37,0.5950099363537945
-1.724,37,0.3316592658852052
-1.426,37,-0.07959881365087082
-1.119,37,-0.4436159638277474
-1.015,37,-0.5269351353493745
-0.935,37,-0.5720628846824393
-0.927,37,-0.5756553892434884
-0.807,37,-0.6118095911895922
-0.803,37,-0.6125184294115504
-0.803,37,-0.6125184294115504
-0.793,37,-0.6141726617987074
-0.702,37,-0.6228036905503493
-0.576,37,-0.6234137421130077
-0.455,37,-0.6208276483023902
-0.432,37,-0.6203696165204206
-0.265,37,-0.6124698675122012
-0.262,37,-0.6121515716299106
-0.182,37,-0.5996737435796511
-0.178,37,-0.5988202246320223
-0.021,37,-0.5451419778256543
-0.015,37,-0.5422720353932728
0.047,37,-0.5091286206601005
0.055,37,-0.504419439934294
0.195,37,-0.4109501687193289
0.222,37,-0.39155996965275425
0.264,37,-0.36123642159414915
0.297,37,-0.33745771387747886
0.34,37,-0.30665838299218384
0.487,37,-0.2007764492630976
0.665,37,-0.0578878477438899
0.764,37,0.0363570256893235
1.023,37,0.3345187599437759
1.132,37,0.47176578044719325
1.133,37,0.4730263873314975
1.342,37,0.7258623317477126
1.465,37,0.8560503003270108
1.472,37,0.8629463706737885
2.086,37,1.4585103592453692
2.367,37,1.8778524378771895
-1.917,38,-0.4337323235454721
-1.724,38,-0.37407281839569706
-1.426,38,-0.32298029903364733
-1.119,38,-0.351429052585273
-1.015,38,-0.37278110703047335
-0.935,38,-0.3885728173946287
-0.927,38,-0.3899769929389029
-0.807,38,-0.40334732019623454
-0.803,38,-0.40346298961175353
-0.803,38,-0.40346298961175353
-0.793,38,-0.40363676059197146
-0.702,38,-0.3973353690853296
-0.576,38,-0.3647480328558672
-0.455,38,-0.3107437253814842
-0.432,38,-0.29861565630115083
-0.265,38,-0.2050871308016596
-0.262,38,-0.20346997651307983
-0.182,38,-0.16349920340181168
-0.178,38,-0.1616933135928454
-0.021,38,-0.10900015070069505
-0.015,38,-0.10774476345596272
0.047,38,-0.09810173564617042
0.055,38,-0.09727401893965204
0.195,38,-0.09342882121195688
0.222,38,-0.09395954374439908
0.264,38,-0.09481475562971446
0.297,38,-0.09521337178800483
0.34,38,-0.09499341447170787
0.487,38,-0.08442876295676016
0.665,38,-0.04563517547427024
0.764,38,-0.011901425379293562
1.023,38,0.10191312834766542
1.132,38,0.15267624999185658
1.133,38,0.1531336215397896
1.342,38,0.24240512735158343
1.465,38,0.28713858955820143
1.472,38,0.28946897564979734
2.086,38,0.38458869382343613
2.367,38,0.35422927928319065
-1.917,39,-0.0025787028385888533
-1.724,39,-0.18724713899523943
-1.426,39,-0.369631007449746
-1.119,39,-0.36059003168521275
-1.015,39,-0.32556974048834353
-0.935,39,-0.29404798449058356
-0.927,39,-0.29081218720726476
-0.807,39,-0.24261643217617415
-0.803,39,-0.24105164132636714
-0.803,39,-0.24105164132636714
-0.793,39,-0.23715922144303134
-0.702,39,-0.20271399158116069
-0.576,39,-0.15529905996042043
-0.455,39,-0.10528022007237103
-0.432,39,-0.09490773005951017
-0.265,39,-0.010492400826673
-0.262,39,-0.008843407063521068
-0.182,39,0.03648353692495385
-0.178,39,0.03880697936786344
-0.021,39,0.13188433132456745
-0.015,39,0.13544914044053705
0.047,39,0.1720097035324756
0.055,39,0.17668434276770817
0.195,39,0.25689074007331647
0.222,39,0.2720591916178679
0.264,39,0.29548446075703533
0.297,39,0.3137328414048352
0.34,39,0.33725089188237495
0.487,39,0.41366566777510816
0.665,39,0.49096164653877616
0.764,39,0.5233961147788961
1.023,39,0.5757604454206249
1.132,39,0.5907364064332766
1.133,39,0.5908744404222229
1.342,39,0.6286985234678452
1.465,39,0.6672884253652487
1.472,39,0.6699793471713799
2.086,39,1.029511921304049
2.367,39,1.1954066380805424
-1.917,40,-0.7386427003569642
-1.724,40,-0.7700997306626063
-1.426,40,-0.8336671711915746
-1.119,40,-0.8818947136336406
-1.015,40,-0.8752631089178889
-0.935,40,-0.8578508341845514
-0.927,40,-0.8554844278445571
-0.807,40,-0.8072084883007202
-0.803,40,-0.8052230335421446
-0.803,40,-0.8052230335421446
-0.793,40,-0.8001640941434223
-0.702,40,-0.7487158596733076
-0.576,40,-0.6666571150522849
-0.455,40,-0.5831254541952173
-0.432,40,-0.5671341882799229
-0.265,40,-0.4495026070393926
-0.262,40,-0.4473309329260372
-0.182,40,-0.3881117820704233
-0.178,40,-0.38507641770502327
-0.021,40,-0.260341475327303
-0.015,40,-0.25538185124657015
0.047,40,-0.20359199812830284
0.055,40,-0.19686735873050942
0.195,40,-0.08162119127738726
0.222,40,-0.06072293748061536
0.264,40,-0.02960187253558652
0.297,40,-0.00645385860552905
0.34,40,0.021944767278030547
0.487,40,0.10706720658227203
0.665,40,0.2025506851865864
0.764,40,0.263241220179892
1.023,40,0.48160593736099366
1.132,40,0.6051479122442115
1.133,40,0.6063691599642127
1.342,40,0.8861796292172979
1.465,40,1.0605944114136243
1.472,40,1.0704777391626683
2.086,40,1.9253675345260794
2.367,40,2.340057320998004
-1.917,41,0.6866808764994983
-1.724,41,0.49533339436292745
-1.426,41,0.21631488982141361
-1.119,41,-0.03793917109727343
-1.015,41,-0.11769988036084332
-0.935,41,-0.17729481452752252
-0.927,41,-0.18316832563342456
-0.807,41,-0.26887761651601205
-0.803,41,-0.2716413753410638
-0.803,41,-0.2716413753410638
-0.793,41,-0.2785197104712668
-0.702,41,-0.33870814752107986
-0.576,41,-0.4125150177092454
-0.455,41,-0.46932805696319324
-0.432,41,-0.4782883532064488
-0.265,41,-0.5236675486106385
-0.262,41,-0.5241520337121575
-0.182,41,-0.5325242725023234
-0.178,41,-0.5327084903491888
-0.021,41,-0.5212572082271104
-0.015,41,-0.5200664963517836
0.047,41,-0.5043553614083671
0.055,41,-0.5018700591107844
0.195,41,-0.44129427344531186
0.222,41,-0.4259088786585536
0.264,41,-0.3996553511694734
0.297,41,-0.37712535470117353
0.34,41,-0.3454295030219359
0.487,41,-0.2208892413366923
0.665,41,-0.04994453860373718
0.764,41,0.048418059959554435
1.023,41,0.30858041633195465
1.132,41,0.4214652738637219
1.133,41,0.4225169291294976
1.342,41,0.6497510662891833
1.465,41,0.7901811981320095
1.472,41,0.79828838277591
2.086,41,1.4791326751628673
2.367,41,1.7220448734584655
-1.917,42,0.14185233908515116
-1.724,42,-0.06685230335019687
-1.426,42,-0.32967966765012646
-1.119,42,-0.47926333389698617
-1.015,42,-0.5072425885089665
-0.935,42,-0.5237557876191784
-0.927,42,-0.5252207570889236
-0.807,42,-0.5435963510055042
-0.803,42,-0.5440924043081896
-0.803,42,-0.5440924043081896
-0.793,42,-0.5452989995691169
-0.702,42,-0.5536382403844133
-0.576,42,-0.5541914611393577
-0.455,42,-0.5375091822541209
-0.432,42,-0.5320242988583566
-0.265,42,-0.46774594781478784
-0.262,42,-0.46618981482511507
-0.182,42,-0.4194249077086687
-0.178,42,-0.4168228407404328
-0.021,42,-0.29580508353918605
-0.015,42,-0.2904805566230556
0.047,42,-0.23266095875990225
0.055,42,-0.22484224124478802
0.195,42,-0.07678317310499956
0.222,42,-0.046205674303377436
0.264,42,0.0022892469705561302
0.297,42,0.040980890219225824
0.34,42,0.09182486351434091
0.487,42,0.2633534538437053
0.665,42,0.44836434208423726
0.764,42,0.5340002157391863
1.023,42,0.7109315898079146
1.132,42,0.7793709247844494
1.133,42,0.7800141151753998
1.342,42,0.9245052574227132
1.465,42,1.0185048589283314
1.472,42,1.023978031051474
2.086,42,1.3990776520293022
2.367,42,1.4091727579177218
-1.917,43,0.9464156962962309
-1.724,43,0.6899603413858197
-1.426,43,0.28323677519871016
-1.119,43,-0.08609381257947302
-1.015,43,-0.1721954056478059
-0.935,43,-0.21843267680258216
-0.927,43,-0.22202980986506682
-0.807,43,-0.25400761183827025
-0.803,43,-0.2543953705290568
-0.803,43,-0.2543953705290568
-0.793,43,-0.2551831115095422
-0.702,43,-0.25138600079547146
-0.576,43,-0.2196786372824523
-0.455,43,-0.16896246703364315
-0.432,43,-0.15760215083654627
-0.265,43,-0.0582587543860143
-0.262,43,-0.056161361351087236
-0.182,43,0.004579045806091475
-0.178,43,0.007873199980538037
-0.021,43,0.1574439764940957
-0.015,43,0.16394256666203688
0.047,43,0.23418565569486433
0.055,43,0.24361724621064662
0.195,43,0.4154137666192389
0.222,43,0.44855885642153226
0.264,43,0.4990250245551976
0.297,43,0.5373241175895542
0.34,43,0.5849127995462569
0.487,43,0.7231717049958012
0.665,43,0.8343913357806864
0.764,43,0.872397442432937
1.023,43,0.9302758451272575
1.132,43,0.9546437952345668
1.133,43,0.9548953229573347
1.342,43,1.0113387436292223
1.465,43,1.0346820485654475
1.472,43,1.0354783949756294
2.086,43,0.8287887294148408
2.367,43,0.5681299448857136
-1.917,44,0.20267098073320522
-1.724,44,0.039143631609872775
-1.426,44,-0.20400040294525312
-1.119,44,-0.3833033643699411
-1.015,44,-0.40790988523878674
-0.935,44,-0.4099904684712042
-0.927,44,-0.40934968115168124
-0.807,44,-0.38175598130464067
-0.803,44,-0.3802838866003953
-0.803,44,-0.3802838866003953
-0.793,44,-0.37645662397815716
-0.702,44,-0.3329283342464334
-0.576,44,-0.25322122998337415
-0.455,44,-0.16580372229045487
-0.432,44,-0.14881288045041996
-0.265,44,-0.027832010369007468
-0.262,44,-0.025735889424717995
-0.182,44,0.02865996566764893
-0.178,44,0.03130064827890422
-0.021,44,0.12885487666945897
-0.015,44,0.1323507115219027
0.047,44,0.16749065781505182
0.055,44,0.17189481359413572
0.195,44,0.2443172377330877
0.222,44,0.2573119143927586
0.264,44,0.2769643295949622
0.297,44,0.29199226000561174
0.34,44,0.3111723140351331
0.487,44,0.37655870318534795
0.665,44,0.4670237419665185
0.764,44,0.5281794250622315
1.023,44,0.7273818339255385
1.132,44,0.822360148618209
1.133,44,0.8232430345133137
1.342,44,1.001889668300308
1.465,44,1.0910517743717594
1.472,44,1.0955782632272686
2.086,44,1.3201186881872276
2.367,44,1.3803449478767587
-1.917,45,0.3383806790145639
-1.724,45,0.23056923313319583
-1.426,45,0.044662242890572024
-1.119,45,-0.15554479066727395
-1.015,45,-0.21209367939746498
-0.935,45,-0.24785668769184335
-0.927,45,-0.2510021262539158
-0.807,45,-0.2881484121970689
-0.803,45,-0.2890589343040654
-0.803,45,-0.2890589343040654
-0.793,45,-0.29124215798209985
-0.702,45,-0.3052719924768461
-0.576,45,-0.30927499431082267
-0.455,45,-0.2992784637535058
-0.432,45,-0.2960457985840125
-0.265,45,-0.2598536646052
-0.262,45,-0.2589856207405178
-0.182,45,-0.23274819328070331
-0.178,45,-0.23127472963776885
-0.021,45,-0.1608493313455748
