PC1,PC2,PC3,PC4,PC5,id
3.0297447139076286,-1.220259408486299,-2.0619627948507175,-0.868246697770701,1.1589867156363347,1
0.1030448886281065,3.1931855257715824,-3.9991688145537516,-1.437705838606958,0.8349483312668273,2
4.3962577917571375,-3.5701715018348517,-0.6380854396910047,-1.092234873378214,1.3829336593792092,3
-4.165580700807166,1.3425561018571062,-2.8198436405657716,-1.8039904623040535,1.236715230498373,4
-1.9201179872506762,1.3642471203864948,1.0558409867801266,-0.2682027707581536,-0.3502030600458131,5
-6.580784379951413,-2.0984007879447724,0.022143670683604802,-1.830951138163677,1.8048769991382856,6
-1.2689973212284433,-4.458154263499069,6.009248298927864,-1.3288458499270726,-0.23822610509348519,7
-4.669113692291875,-3.169951509032067,-0.2468364244800175,-0.5916796725483549,-1.9482332845834451,8
0.8203694138524706,3.352721360599738,0.4523849371844034,-0.48940404444342867,0.24317492112470118,9
0.9641899147293786,3.6412431222985524,0.08849812491600761,2.3093525185484616,-0.014500644195846846,10
3.4140786530395424,2.8829131394590175,-0.6091217087418609,0.029201506934878663,0.9216538603167381,11
1.2047765672533994,-2.204483755852959,-0.06450551114816863,-2.774335941758859,0.1808620541342638,12
0.25882823557416323,1.357344953320001,3.7224445047969206,1.283490514176418,2.2788552444584744,13
8.551557021609934,-0.9887426513889004,2.1860453276462293,-0.7788278087071236,-1.5929408582222309,14
-7.018419689753654,5.35166744463609,2.580243710078029,-0.678974014297296,0.32865428069100416,15
-3.4298722277658285,-0.03119308682302939,-0.44852856141448494,0.15953725696810286,-0.7741662031791076,16
3.826035915469048,3.535405932836129,-2.3529628213900216,0.7105374808439,-0.9848249318461441,17
-3.5242585281575147,3.3891031607173563,-1.1803497504111917,-1.9199927090319249,-0.7630872813197096,18
-3.8484734197769366,4.5174452852899165,3.118415263900014,-1.0173152105910122,1.121927550667332,19
-2.198071459918575,-1.2504630357432036,-4.341131415448375,-1.1517298773138265,0.21009259985592002,20
-1.7806219607370877,5.441994629226364,2.2829290036517933,-2.384593558092759,-1.3773516024490768,21
-2.158263340911138,-2.117988036228525,-1.7732615090424055,-1.5613570317397987,1.869563343633788,22
-10.995330084715537,-2.398540404681304,3.939902998655992,0.06977908698923763,-1.1678334689375713,23
6.518581547897524,5.086470997274733,-2.0279613240788006,-2.1416811490308696,-0.43020109859499334,24
-2.1256859876778993,4.554866245863477,0.8368063797757098,-0.26216113428784216,0.48348885897932514,25
1.5186852720039683,5.340037767069273,-0.44254608097413045,2.871545746485638,0.8380965193692007,26
11.61349598399092,-4.067727760176217,-0.31710358811691386,-2.092544468743361,-0.8144414078583662,27
-1.0681907195730591,2.9787103111401048,-1.7235882571585825,1.4896041818924899,-0.5542603899263578,28
1.3804855662898199,-1.4094133475882777,-1.1394997330958145,-0.9335987055560782,0.9481911907598182,29
-5.228187532577945,-5.343383194962193,-1.1501256110643572,-0.677321695372026,-0.12265363698865613,30
0.9528793571374461,3.4462864001987006,-1.796266834835933,-1.2948815336092336,0.22531497713202345,31
-2.456017580871925,6.337781653873527,5.013999343174563,-0.24964538859119417,0.4120575301095666,32
5.170301010648294,2.8294602329245726,4.781637528776555,-0.007226807851180517,-0.5444901421661321,33
