issue,Gambit_Costume,Gambit_Non-Costume,Magneto_Costume,Magneto_Non-Costume,Nightcrawler_Costume,Nightcrawler_Non-Costume,Storm_Costume,Storm_Non-Costume,Wolverine_Costume,Wolverine_Non-Costume
169,4.957568732896498e-11,1.5635164175629921e-12,-0.026110936224777087,0.14739756074516472,13.566551799585302,4.668985756069132,18.923626242604463,7.734850226366033,14.437382327423283,4.716887919980344
170,7.557053468456513e-11,2.4590625829927325e-12,-0.00652982797929952,-0.051336414118732486,13.053085146525135,4.634244595103738,19.358878178799305,7.776518853490682,13.961934621710526,4.220147879426301
171,1.0552444447748978e-10,3.519396357457357e-12,0.0033643511496778715,-0.1594540896768236,12.01748934312532,4.654390648487767,19.069020591959013,7.77568136445987,14.136170679735141,4.072384853882632
172,1.368891382124333e-10,4.670972843654962e-12,0.005899121512654253,-0.203110378754411,10.539405593972953,4.8083033417110626,18.117852037617073,7.471257670128725,14.734906691471812,4.055866238268033
173,1.6404362001068808e-10,5.737770361367505e-12,0.0033058328201013717,-0.2038171518511756,8.915919630863108,5.059763541735997,16.86728245242146,6.899583285473726,15.272030383312945,4.034765441034579
174,1.7940430857708576e-10,6.4763725498792684e-12,-0.002233642108040756,-0.1804410864035841,7.435125051310243,5.354312939833321,15.699947960289277,6.192293535020565,15.298170980113058,3.9353459741655112
175,1.7060999833401817e-10,6.476261109399968e-12,-0.008639167373931557,-0.14591112992086766,6.131702388498396,5.679635083034749,14.783278053099686,5.564807377370442,14.771852164157371,3.850325750235333
176,1.2286242552696743e-10,5.2379757983292865e-12,-0.013788444600776977,-0.11060959339947732,5.000619596044012,6.013461570619741,14.214890646702086,5.252211932328776,13.774406707932629,3.8980002863705994
177,1.639271797621795e-11,2.073390546901312e-12,-0.015288788573868492,-0.0806699717119846,4.131407373623844,6.251574355097714,14.028363984865099,5.484483330442454,12.470509287301118,4.132521117314808
178,-1.699312899461411e-10,-3.767924885357075e-12,-0.010585838735020779,-0.060576651299768844,3.6086865158704353,6.291531450019093,14.17809507152159,6.440769670219103,11.019362452124236,4.559297073717215
179,-4.577243292356052e-10,-1.3096951593582298e-11,0.00325108000994477,-0.05246640100332215,3.402875451179298,6.119944759868323,14.365795623342242,8.10201791126788,9.474938344884235,5.05291015223316
180,-8.653915652731976e-10,-2.664453343868848e-11,0.029287511672237816,-0.05750653554245794,3.454244272612521,5.7696741845107296,14.280125640865377,10.431828829989126,7.864393310558876,5.473137869815597
181,-1.3980173356144675e-9,-4.476041449003727e-11,0.07075216139519906,-0.0753341707551623,3.6966720981355214,5.369517714401168,13.810223547362002,13.522619608846394,6.212850911487102,5.75136665860184
182,-2.0471803149286083e-9,-6.737328812930612e-11,0.13016133569972563,-0.1046586899969215,4.080102682696413,5.037699537665889,12.949131750637198,17.47406540080768,4.571746690001589,5.821230808629011
183,-2.7637573541648626e-9,-9.310874477898822e-11,0.20701858548480917,-0.14200874557504947,4.62512930427077,4.754210542527235,11.905030173899616,22.286056834795566,3.099796891048816,5.55374712634912
184,-3.468329906147568e-9,-1.1958879335397565e-10,0.2994520714447291,-0.18232272691901188,5.376571799871674,4.488867651307404,10.848396456901614,27.759978822160132,1.9620939490674136,4.87507290190252
185,-4.000999654921456e-9,-1.4172421969794208e-10,0.40310114907682926,-0.21635870299505605,6.4055067196348885,4.309025222631918,9.58376159016673,33.00297792800723,1.2419543538507798,3.994544843767956
186,-4.152615428561384e-9,-1.527160903841368e-10,0.5067662461622279,-0.23229633168030792,7.74731009733402,4.288316793430327,7.92216324733378,36.98651964284627,0.992554240465061,3.164097553254797
187,-3.5974944000424554e-9,-1.4163781797533428e-10,0.5743808848140938,-0.21218194695863346,9.268299188171497,4.427955177544938,6.06661248373139,38.83358350504586,1.2282842697124328,2.522877784656394
188,-1.9546138264019116e-9,-9.549922623511787e-11,0.5748317549972979,-0.1348270383363048,10.810761097676323,4.692199094591812,4.2899110756499,38.040230050688514,1.945426172910064,2.165272113264671
189,1.2618770439746808e-9,2.8165622592187033e-12,0.5216851237514694,0.027762958697519755,12.28992111125497,4.969911610369271,2.75205030153671,35.44332975885299,3.1066114376990575,2.119414245381874
190,6.554883615073128e-9,1.7143874483382652e-10,0.4510684888735978,0.3045053406921799,13.623308649030049,5.134054452272969,1.560688060479716,32.09210750712008,4.642037537188536,2.3838413705436183
191,1.4390701891713057e-8,4.284190972423464e-10,0.44467469411535826,0.7212022783338938,14.66473149011133,5.069379647905628,0.7269592319717273,28.54439582408241,6.385816130035749,2.904957480208701
192,2.5121760647437238e-8,7.886728994106826e-10,0.5895566955408759,1.2997761328815383,15.22717953033969,4.699259087269407,0.24156216550219986,25.25039607999299,8.108007515634613,3.595465626113102
193,3.868162912984719e-8,1.2546468695263034e-9,0.9486425525093934,2.0497451537477454,15.024092773493345,4.089753809757144,0.10997211014226344,22.721177360734686,9.418552370777544,4.285398299178362
194,5.4617603972401654e-8,1.8165385083555188e-9,1.571042078602515,2.9546427102253223,13.907720778795419,3.342156928841322,0.34429407986667476,21.377766733190885,9.992656502752046,4.8098481704326534
195,7.13507508779297e-8,2.428017008718444e-9,2.4747170009961734,3.906466762974019,12.385101219311338,2.556000704922304,0.9683752486830259,21.220155472617193,9.926705863427422,5.106819192145125
196,8.650112900869281e-8,3.015943495787142e-9,3.658151111318428,4.783151825861634,11.053898759568009,1.822871454330629,2.0026163046515726,21.96479560130791,9.44114190670002,5.1800954753973345
197,9.561100229531199e-8,3.436475132087666e-9,5.0730645454114995,5.497914034221216,10.219497916096012,1.2043325701896492,3.441889832010384,22.615017921339895,8.831447949992517,5.193670485279514
198,9.300696046228527e-8,3.5030702740856896e-9,6.598289391234123,5.969740559118314,10.04563228205245,0.7433565827972574,5.244182356625059,22.17967217270666,8.342415428471831,5.348073877374753
199,7.023069164125841e-8,2.9290960166513634e-9,7.867869200997127,6.1054210930833035,10.421711905096855,0.4385754943566302,7.245464274693756,20.402805067285545,7.941026384755446,5.829770715228936
200,1.761590194158483e-8,1.381557344655961e-9,8.512566219073886,5.848263646492929,11.160890556528226,0.2783747524736955,9.226754497227446,17.37583583490766,7.541624066497327,6.775072681073362
201,-7.655072902369862e-8,-1.5578979354291727e-9,8.394805994236352,5.299846979644805,12.045620447700927,0.254494114459948,10.871282124156393,13.844476805335207,7.125805934046613,8.13374252391821
202,-2.2393786983657588e-7,-6.317649787027945e-9,7.5181999865403935,4.591771883992853,12.841321666243118,0.35845771186511516,11.964850261205076,10.563815617715926,6.729644755003841,9.777942239486293
203,-4.339885553627974e-7,-1.3280832074745355e-8,6.2194399967790535,3.8174565256953725,13.275987364822823,0.577572863486278,12.801347848355622,7.672148048808589,6.539860313279945,11.455979743572065
204,-7.124311568270863e-7,-2.2722625138141575e-8,4.878946893067524,3.063750723869989,13.122653217613378,0.8903187854102174,13.739833643584277,5.183659943109537,6.773415614556004,12.848678169599927
205,-1.05236102460629e-6,-3.45316413154164e-8,3.7189774720724653,2.4294135347672583,12.371951919769591,1.2440790956351584,14.891959842586115,3.2328892784542935,7.617599535283367,13.49077560144239
206,-1.4360549358445482e-6,-4.8248496859979616e-8,2.896643039009228,1.998466281175808,11.124174214851477,1.5859957157237528,16.281783535966227,1.9525910366229315,9.17909696692626,13.067152633961074
